Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=8",149800683,14491642,2184364,6019,218103808
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=32",153171386,14661094,2227550,6477,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=1",36226550,2111708,720115,489,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=2",36159436,3344438,720571,487,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=8",36400134,1840988,721483,485,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=32",36954638,3418628,725134,485,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=1",36590277,1906116,721489,517,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=2",36818359,2755506,723267,545,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=8",37668078,2246002,732099,544,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=32",40575537,1784650,767423,542,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=1",74220605,7156072,798404,519,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=2",74570947,7044704,800228,547,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=8",75745703,6556656,809348,545,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=32",79190722,6637890,845828,544,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=1",97379101,6742486,1446300,1152,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=2",97509912,6804502,1448079,1333,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=8",98334765,6667368,1456918,2453,218103808
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=32",101308740,6912156,1492233,3133,218103808
