Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=8",95589990,7819904,2198981,3639,267386880
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=32",108047851,6774804,2285936,4749,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=1",37589086,3318834,720574,530,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=2",37567309,3324512,720878,529,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=8",38023095,3361962,722702,528,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=32",39828759,3418846,729998,526,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=1",29489086,1664384,723338,589,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=2",30140600,1951426,726296,588,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=8",32175598,1693700,744119,994,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=32",36658642,1958088,815319,908,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=1",49748156,1822154,800291,590,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=2",49786499,3428346,803382,589,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=8",51750292,3926656,821768,588,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=32",58040551,4222434,895273,586,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=1",61359057,3724340,1448142,578,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=2",61305297,3744976,1451099,577,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=8",64486499,3417864,1468913,576,267386880
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=32",68773999,3836034,1540127,1123,267386880
