Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=8",169008300,13632590,2286495,949,321912832
"All.chunks per capability, 90,000 (Big) axis0 unboxed.mapPar mult=32",566427929,30350254,2635965,1316,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=1",47090447,1278068,721481,786,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=2",46724707,3776966,722702,785,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=8",48813134,3512744,729998,784,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanSeqStrip mult=32",50895629,3433258,759182,783,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=1",45282727,2784602,732327,845,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=2",53335888,5211414,744256,1274,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=8",126487890,8531340,815867,1268,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParStrip mult=32",460662695,44840150,1102525,1297,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=1",57901660,5288388,809570,847,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=2",64778759,3503026,821902,851,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=8",141397949,14095526,895797,933,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.scanParFibre mult=32",478266992,39776678,1191612,1301,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=1",66728027,3724778,1457157,835,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=2",73495239,4839536,1469067,1151,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=8",139769238,7550660,1540674,1257,321912832
"All.chunks per capability, 90,000 (Big) axis1 unboxed.mapPar mult=32",480035351,32865830,1827308,1273,321912832
